100; 2167; 2167; 13596390
100; 2293; 2295; 4179315
100; 2542; 2548; 4920318
100; 2602; 2607; 4679679
100; 2713; 2718; 4615912
100; 2550; 2555; 4085759
100; 2515; 2521; 3990341
100; 2509; 2510; 2909556
100; 2961; 2968; 2970530
100; 2892; 2901; 2881628
200; 10490; 10498; 5468625
200; 10200; 10204; 4385512
200; 10761; 10767; 4799301
200; 10361; 10365; 4866326
200; 10817; 10827; 5564974
200; 10495; 10496; 2002385
200; 10083; 10088; 1792930
200; 10362; 10365; 2906298
200; 10007; 10010; 3112494
200; 10074; 10077; 2207184
300; 22197; 22201; 4672232
300; 21566; 21571; 5667373
300; 22777; 22779; 6942253
300; 21860; 21867; 7794965
300; 21244; 21252; 6862195
300; 22661; 22664; 5624086
300; 22525; 22529; 4244479
300; 24539; 24543; 5167941
300; 24992; 24995; 7123780
300; 23139; 23149; 4379926
400; 40327; 40332; 9982136
400; 40160; 40167; 8197583
400; 40581; 40587; 10870688
400; 39318; 39329; 12696201
400; 39652; 39655; 9418936
400; 40915; 40921; 9672609
400; 39252; 39258; 6653206
400; 39753; 39760; 4160232
400; 39255; 39263; 5145134
400; 39514; 39518; 4215155
500; 61502; 61508; 7361161
500; 65348; 65356; 7057685
500; 59719; 59723; 13163516
500; 62415; 62421; 14620855
500; 65704; 65711; 15671385
500; 59647; 59651; 9867169
500; 59378; 59384; 6264551
500; 61912; 61918; 6453526
500; 61533; 61541; 6386035
500; 60872; 60876; 6582923
600; 90889; 90897; 9519474
600; 90661; 90672; 10139925
600; 86479; 86482; 9116856
600; 91980; 91984; 9431503
600; 90246; 90250; 9522267
600; 90382; 90386; 16346295
600; 92418; 92420; 21109755
600; 91644; 91648; 20866788
600; 89112; 89118; 24211078
600; 88248; 88255; 21181901
700; 117744; 117747; 12658499
700; 120346; 120351; 12287066
700; 123435; 123443; 13036913
700; 119909; 119918; 12436011
700; 124457; 124468; 12618935
700; 122705; 122714; 12854455
700; 123380; 123385; 13222629
700; 122594; 122605; 13929189
700; 123766; 123771; 13116506
700; 122378; 122386; 13302688
800; 156406; 156411; 16239240
800; 158955; 158960; 17965611
800; 154644; 154647; 41961183
800; 160473; 160479; 43647990
800; 161748; 161757; 40714231
800; 158559; 158571; 16398890
800; 157101; 157104; 16161974
800; 164424; 164430; 16674440
800; 161166; 161178; 16786149
800; 161607; 161611; 16555283
900; 202044; 202052; 20420417
900; 207868; 207879; 24352576
900; 203076; 203082; 20946846
900; 198966; 198972; 24272052
900; 203557; 203566; 26702190
900; 204196; 204200; 28804182
900; 202062; 202069; 23049770
900; 204847; 204855; 27129943
900; 199316; 199323; 21758134
900; 205231; 205237; 23205697
1000; 258050; 258058; 26671470
1000; 245612; 245620; 25793158
1000; 251600; 251603; 27436677
1000; 252609; 252613; 26944692
1000; 251594; 251599; 26553710
1000; 240767; 240769; 25100096
1000; 257360; 257367; 27953797
1000; 242038; 242045; 24977216
1000; 248022; 248029; 25638161
1000; 254273; 254278; 26136198
1100; 301989; 301995; 32076327
1100; 297875; 297884; 30505418
1100; 303499; 303507; 31382800
1100; 302696; 302706; 32671643
1100; 301612; 301615; 31704895
1100; 304313; 304321; 31602029
1100; 308124; 308127; 32656749
1100; 314224; 314231; 32255527
1100; 297769; 297773; 31143557
1100; 305000; 305003; 35302392
1200; 368512; 368518; 37932675
1200; 353466; 353471; 36966391
1200; 363269; 363272; 38527526
1200; 374467; 374474; 40237140
1200; 358930; 358936; 37130697
1200; 360164; 360170; 41293721
1200; 352890; 352899; 36980821
1200; 360113; 360124; 37996908
1200; 356291; 356301; 41271379
1200; 355175; 355182; 37714377
1300; 416617; 416625; 43532092
1300; 417815; 417818; 45823989
1300; 426938; 426944; 44775786
1300; 426170; 426177; 43703844
1300; 426294; 426305; 44183728
1300; 416333; 416338; 43417590
1300; 430097; 430104; 45485604
1300; 415795; 415802; 43398041
1300; 422917; 422923; 44980120
1300; 429801; 429806; 44968485
1400; 493547; 493557; 52250984
1400; 497457; 497463; 53731595
1400; 469842; 469846; 50667043
1400; 501940; 501946; 54525660
1400; 482467; 482478; 49947916
1400; 492518; 492529; 51216279
1400; 475657; 475662; 49395421
1400; 465841; 465852; 50163421
1400; 483545; 483556; 50921647
1400; 488774; 488782; 54460962
1500; 570720; 570732; 60701309
1500; 558795; 558802; 60503491
1500; 567657; 567667; 59695462
1500; 579191; 579202; 63070938
1500; 561178; 561186; 60957309
1500; 562860; 562870; 59307274
1500; 555204; 555216; 58957717
1500; 553250; 553260; 58626779
1500; 572845; 572855; 60745062
1500; 564672; 564681; 59530692
1600; 631308; 631314; 66889061
1600; 654184; 654193; 71570601
1600; 664265; 664272; 72562019
1600; 647013; 647023; 74773394
1600; 640946; 640951; 67020319
1600; 638626; 638633; 72686296
1600; 633173; 633178; 66959345
1600; 641443; 641450; 69468609
1600; 643003; 643008; 68473933
1600; 643129; 643134; 68361759
1700; 723439; 723450; 78623633
1700; 718082; 718088; 78936418
1700; 711887; 711894; 76020346
1700; 740612; 740622; 79130978
1700; 715198; 715212; 75427822
1700; 710785; 710789; 75528826
1700; 724915; 724921; 77628491
1700; 724918; 724921; 79159836
1700; 712261; 712273; 77398556
1700; 712570; 712575; 75395241
1800; 817450; 817458; 89096823
1800; 821586; 821597; 89429623
1800; 817845; 817851; 87921085
1800; 820757; 820759; 86458161
1800; 820836; 820843; 88656969
1800; 812822; 812829; 86513085
1800; 804960; 804965; 85480707
1800; 857587; 857591; 90366582
1800; 814236; 814243; 90352153
1800; 815569; 815578; 86951078
1900; 939669; 939677; 101786972
1900; 904156; 904160; 98509708
1900; 913230; 913236; 98089868
1900; 893199; 893205; 94785607
1900; 916607; 916614; 96799629
1900; 891519; 891525; 94491440
1900; 910088; 910096; 95960414
1900; 880786; 880796; 93346422
1900; 915039; 915047; 97488501
1900; 889935; 889942; 97509446
2000; 1016470; 1016478; 113436366
2000; 990366; 990374; 107297022
2000; 999866; 999871; 106991684
2000; 1030861; 1030870; 115499261
2000; 1008278; 1008281; 106961430
2000; 1007385; 1007391; 107600033
2000; 1030235; 1030246; 109843989
2000; 1000725; 1000735; 106514128
2000; 997234; 997241; 108301473
2000; 1019818; 1019829; 111216149
2100; 1102177; 1102186; 119697194
2100; 1104746; 1104756; 135517990
2100; 1113757; 1113768; 118074155
2100; 1106811; 1106818; 117279158
2100; 1099475; 1099484; 117084133
2100; 1124578; 1124584; 120343245
2100; 1103725; 1103729; 119018562
2100; 1095135; 1095142; 117211668
2100; 1103755; 1103757; 116776933
2100; 1133055; 1133066; 121677702
2200; 1187430; 1187435; 128207563
2200; 1213279; 1213285; 132667548
2200; 1227946; 1227953; 130271853
2200; 1178073; 1178075; 124625891
2200; 1204430; 1204435; 128646952
2200; 1213381; 1213388; 129884596
2200; 1219623; 1219631; 129088668
2200; 1217822; 1217828; 129486166
2200; 1176203; 1176212; 125329193
2200; 1196757; 1196765; 128111214
2300; 1316918; 1316928; 141877960
2300; 1342630; 1342641; 145177566
2300; 1352743; 1352750; 144461232
2300; 1346377; 1346385; 146485493
2300; 1299408; 1299418; 139215095
2300; 1316146; 1316157; 143125843
2300; 1337057; 1337065; 140841393
2300; 1286482; 1286488; 138513655
2300; 1312292; 1312297; 139646105
2300; 1318172; 1318179; 144765639
2400; 1407774; 1407777; 161458697
2400; 1480239; 1480245; 160622275
2400; 1436039; 1436046; 152084910
2400; 1428526; 1428537; 152863615
2400; 1440100; 1440110; 152912023
2400; 1458201; 1458212; 157328254
2400; 1448595; 1448601; 155869520
2400; 1438743; 1438753; 152894801
2400; 1440270; 1440276; 153958829
2400; 1455955; 1455966; 169578550
2500; 1586579; 1586584; 170637459
2500; 1517236; 1517243; 159321330
2500; 1553752; 1553764; 167907568
2500; 1599262; 1599268; 168127728
2500; 1565736; 1565747; 167023205
2500; 1587814; 1587821; 167766070
2500; 1568120; 1568124; 167360193
2500; 1547182; 1547190; 164050347
2500; 1568513; 1568520; 168819859
2500; 1571150; 1571154; 165887496
2600; 1697836; 1697845; 181760423
2600; 1694280; 1694288; 181866081
2600; 1645437; 1645447; 174285225
2600; 1743327; 1743335; 185038153
2600; 1665870; 1665881; 178342126
2600; 1698533; 1698541; 180672191
2600; 1626711; 1626721; 173145327
2600; 1654210; 1654219; 173770433
2600; 1686221; 1686227; 178388206
2600; 1684728; 1684735; 183656684
2700; 1840946; 1840958; 196796463
2700; 1803242; 1803249; 194216449
2700; 1787217; 1787229; 190247985
2700; 1830318; 1830328; 193556435
2700; 1828779; 1828788; 195279082
2700; 1865200; 1865209; 199946194
2700; 1852179; 1852184; 196042892
2700; 1861282; 1861284; 196456216
2700; 1816124; 1816130; 193741686
2700; 1846262; 1846269; 196421772
2800; 1932919; 1932926; 210497115
2800; 1945035; 1945047; 207247312
2800; 1971537; 1971550; 207993900
2800; 1923286; 1923289; 204583981
2800; 2006111; 2006117; 217734465
2800; 1971049; 1971055; 207260345
2800; 1957032; 1957043; 206637101
2800; 1976567; 1976577; 208935050
2800; 1964738; 1964744; 209337668
2800; 1969279; 1969284; 215147469
2900; 2101864; 2101870; 225866420
2900; 2140151; 2140163; 231242419
2900; 2123454; 2123459; 241810562
2900; 2113578; 2113586; 225214784
2900; 2070714; 2070728; 224206144
2900; 2150479; 2150490; 229957765
2900; 2118119; 2118126; 224233606
2900; 2073866; 2073875; 222092981
2900; 2110513; 2110522; 230736005
2900; 2071521; 2071527; 219785723
3000; 2248256; 2248261; 244653558
3000; 2267198; 2267203; 240804250
3000; 2261346; 2261351; 261448550
3000; 2227878; 2227885; 235132687
3000; 2272338; 2272345; 241405616
3000; 2248656; 2248661; 241950198
3000; 2256815; 2256823; 247327593
3000; 2261165; 2261169; 241042562
3000; 2254491; 2254499; 238440672
3000; 2197792; 2197801; 232693706
3100; 2414818; 2414829; 264521015
3100; 2444745; 2444755; 259239038
3100; 2434154; 2434164; 258713540
3100; 2414081; 2414089; 254452305
3100; 2367461; 2367473; 254920086
3100; 2421154; 2421164; 256409075
3100; 2423205; 2423210; 256111184
3100; 2404074; 2404081; 253493934
3100; 2472820; 2472828; 265578993
3100; 2392308; 2392313; 254135330
3200; 2578918; 2578931; 275946525
3200; 2558536; 2558547; 269235137
3200; 2557242; 2557246; 287519118
3200; 2563016; 2563025; 271043893
3200; 2545309; 2545319; 268288869
3200; 2555831; 2555843; 272351355
3200; 2532915; 2532921; 272570584
3200; 2546569; 2546575; 268416403
3200; 2530663; 2530668; 267962585
3200; 2562936; 2562949; 275692386
3300; 2801281; 2801289; 301755042
3300; 2683990; 2684004; 284030072
3300; 2715506; 2715515; 292414769
3300; 2741579; 2741594; 293020790
3300; 2746079; 2746088; 289892006
3300; 2781328; 2781333; 294439495
3300; 2766176; 2766178; 294659655
3300; 2700446; 2700459; 285580501
3300; 2686418; 2686425; 282907395
3300; 2733331; 2733340; 291455001
3400; 2901226; 2901229; 323016535
3400; 2890750; 2890762; 305168685
3400; 2936203; 2936207; 313022298
3400; 2883353; 2883358; 310374793
3400; 2917008; 2917017; 309084554
3400; 2868679; 2868686; 301874665
3400; 2871280; 2871288; 350612863
3400; 2872073; 2872081; 339633259
3400; 2852102; 2852108; 301651246
3400; 2869898; 2869906; 307167813
3500; 3130968; 3130980; 335520504
3500; 3113947; 3113954; 327534702
3500; 3038728; 3038739; 333263050
3500; 3080337; 3080348; 325790178
3500; 3032716; 3032724; 322316492
3500; 3003452; 3003464; 331881115
3500; 3087694; 3087704; 328272448
3500; 3047814; 3047825; 322775896
3500; 3046536; 3046545; 329006003
3500; 3040894; 3040905; 323468958
3600; 3236247; 3236258; 347477562
3600; 3272317; 3272326; 353962740
3600; 3167380; 3167387; 337630409
3600; 3211745; 3211755; 377716741
3600; 3228772; 3228777; 381096406
3600; 3186919; 3186925; 345923876
3600; 3259019; 3259026; 353601547
3600; 3250990; 3250997; 510230223
3600; 3202964; 3202971; 508843169
3600; 3256128; 3256134; 387987459
3700; 3433462; 3433469; 373814837
3700; 3412701; 3412709; 365148075
3700; 3463129; 3463135; 378909235
3700; 3393590; 3393597; 363969545
3700; 3425162; 3425170; 417569415
3700; 3443082; 3443088; 639779226
3700; 3464590; 3464597; 539534769
3700; 3380993; 3380999; 467735629
3700; 3399259; 3399268; 429908613
3700; 3395130; 3395135; 414643104
3800; 3675310; 3675316; 400256838
3800; 3638406; 3638409; 389484826
3800; 3665006; 3665012; 397024722
3800; 3620034; 3620046; 434788903
3800; 3581016; 3581019; 379922995
3800; 3590790; 3590796; 382916798
3800; 3578048; 3578056; 454397567
